#anchorwave proali -i ./Udiv/Udiv.scaffold_1.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_1.fa -a ./Udiv-Lelegans/Udiv.scaffold_1.cds.to.Lelegans.chrom_1.liftover.sam -as ./Udiv/Udiv.scaffold_1.cds.fa -ar ./Udiv/Udiv.scaffold_1.cds.ref.sam -s ./Lelegans/Lelegans_chrom_1.fa -n ./Udiv-Lelegans/Udiv.scaffold_1.cds.to.Lelegans.chrom_1.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
scaffold_5	129029030	129032477	Hic_chr_5	87998214	88000965	+	mRNA28160	2	0.851282
scaffold_5	129265913	129266100	Hic_chr_5	88172699	88172887	+	mRNA28168	2	0.587302
scaffold_5	132477430	132505378	Hic_chr_5	88735186	88759322	+	mRNA28229	2	0.974359
scaffold_5	132517428	132569092	Hic_chr_5	89177406	89209809	+	mRNA28230	2	0.754667
scaffold_5	132570859	132602684	Hic_chr_5	89211303	89235502	+	mRNA28231	2	0.279223
#block end
#block begin
scaffold_5	156547676	156558676	Hic_chr_5	53350694	53369999	-	mRNA28666	3	0.100286
scaffold_5	156563230	156598191	Hic_chr_5	53310921	53341892	-	mRNA28667	3	0.807867
scaffold_5	157042719	157069230	Hic_chr_5	52951769	52969568	-	mRNA28683	3	0.805556
scaffold_5	157838032	157854960	Hic_chr_5	51839264	51855031	-	mRNA28702	3	0.494755
scaffold_5	159512532	159545825	Hic_chr_5	50183694	50214168	-	mRNA28729	3	0.823496
scaffold_5	159580028	159625291	Hic_chr_5	50140132	50160698	-	mRNA28731	3	0.810994
scaffold_5	159626074	159634515	Hic_chr_5	50128786	50136507	-	mRNA28732	3	0.473469
scaffold_5	159893959	159894750	Hic_chr_5	49912923	49913084	-	mRNA28743	3	0.182025
scaffold_5	160108014	160123620	Hic_chr_5	49755521	49770479	-	mRNA28748	3	1
scaffold_5	165064104	165091702	Hic_chr_5	44746572	44781794	-	mRNA28868	3	0.176628
scaffold_5	165106455	165140115	Hic_chr_5	44698657	44727974	-	mRNA28869	3	0.636215
scaffold_5	165169237	165206402	Hic_chr_5	44648070	44681675	-	mRNA28870	3	0.510607
scaffold_5	169044132	169098612	Hic_chr_5	39200661	39236249	-	mRNA28978	3	0.759315
#block end
#block begin
scaffold_5	47980638	47981875	Hic_chr_5	103615761	103617004	+	mRNA26328	4	0.912162
scaffold_5	47998080	48015846	Hic_chr_5	103643369	103653405	+	mRNA26329	4	0.968985
scaffold_5	48268706	48271204	Hic_chr_5	103856701	103862141	+	mRNA26332	4	0.44335
scaffold_5	48352436	48378640	Hic_chr_5	103920469	103957354	+	mRNA26339	4	0.968217
scaffold_5	48897643	49104829	Hic_chr_5	103985869	104107346	+	mRNA26340	4	0.741096
scaffold_5	49414926	49605296	Hic_chr_5	104798828	104946847	+	mRNA26346	4	0.585103
scaffold_5	49672761	49762287	Hic_chr_5	104985675	105013507	+	mRNA26348	4	0.606989
scaffold_5	50864060	50956568	Hic_chr_5	106022423	106130133	+	mRNA26358	4	0.27828
scaffold_5	51566906	51600146	Hic_chr_5	106559513	106647435	+	mRNA26361	4	0.702071
#block end
#block begin
scaffold_5	119022512	119055591	Hic_chr_5	11623827	11627883	+	mRNA27893	5	0.68556
scaffold_5	120183213	120359233	Hic_chr_5	12380555	12768562	+	mRNA27907	5	0.539482
scaffold_5	122031379	122031486	Hic_chr_5	30482447	30482560	+	mRNA27939	5	0.321429
scaffold_5	123433761	123490239	Hic_chr_5	31905104	31970141	+	mRNA27957	5	0.240693
scaffold_5	123794336	123822806	Hic_chr_5	32095031	32116503	+	mRNA28055	5	0.997636
scaffold_5	123836532	123837529	Hic_chr_5	32125313	32126310	+	mRNA28056	5	0.941402
scaffold_5	124519394	124520519	Hic_chr_5	33203424	33204552	+	mRNA28064	5	0.818318
scaffold_5	125669746	125706891	Hic_chr_5	34301908	34318306	+	mRNA28082	5	0.865065
#block end
#block begin
scaffold_5	33181401	33182444	Hic_chr_5	76745665	76746708	+	mRNA26078	6	1
scaffold_5	33209747	33209996	Hic_chr_5	76765725	76765974	+	mRNA26081	6	0.651042
scaffold_5	33548101	33579729	Hic_chr_5	76807440	76826143	+	mRNA26087	6	0.342065
scaffold_5	33691144	33693745	Hic_chr_5	76934654	76936022	+	mRNA26091	6	0.857456
scaffold_5	34107472	34107700	Hic_chr_5	77348275	77348503	+	mRNA26092	6	0.505519
scaffold_5	34185284	34199198	Hic_chr_5	77376067	77390263	+	mRNA26096	6	0.916667
scaffold_5	34309583	34358419	Hic_chr_5	77574245	77601293	+	mRNA26098	6	0.56593
#block end
#block begin
scaffold_5	16714851	16715105	Hic_chr_5	109403665	109403965	+	mRNA25802	7	0.621554
scaffold_5	16731841	16771883	Hic_chr_5	109412407	109456142	+	mRNA25804	7	0.807105
scaffold_5	18159825	18245522	Hic_chr_5	110799756	110813226	+	mRNA25818	7	0.851038
scaffold_5	18293806	18351686	Hic_chr_5	110824996	110842663	+	mRNA25820	7	0.806557
scaffold_5	18357766	18408684	Hic_chr_5	110843669	110866090	+	mRNA25821	7	0.925389
scaffold_5	24145549	24186643	Hic_chr_5	110925755	110954758	+	mRNA25938	7	0.446505
scaffold_5	24224738	24225879	Hic_chr_5	111008542	111009684	+	mRNA25939	7	0.340399
#block end
#block begin
scaffold_5	132806955	132826146	Hic_chr_5	130557678	130567886	-	mRNA28237	8	0.83252
scaffold_5	133052148	133077869	Hic_chr_5	130356554	130382497	-	mRNA28245	8	0.63255
scaffold_5	133920349	133946573	Hic_chr_5	129607762	129640939	-	mRNA28254	8	0.262827
scaffold_5	133970750	133977285	Hic_chr_5	129565099	129573808	-	mRNA28255	8	0.876761
scaffold_5	133996487	134106531	Hic_chr_5	129480438	129557141	-	mRNA28256	8	0.820208
#block end
#block begin
scaffold_5	34925925	34926100	Hic_chr_5	100897996	100898171	+	mRNA26107	9	0.826087
scaffold_5	35058058	35058309	Hic_chr_5	100975951	100976202	+	mRNA26111	9	0.265608
scaffold_5	36175814	36175978	Hic_chr_5	101839473	101839637	+	mRNA26138	9	0.454545
scaffold_5	36192194	36192358	Hic_chr_5	101849477	101849643	+	mRNA26140	9	0.530744
scaffold_5	36206754	36240590	Hic_chr_5	101863344	101887796	+	mRNA26143	9	0.695925
scaffold_5	37550679	37613477	Hic_chr_5	102707590	102741987	+	mRNA26173	9	0.680686
#block end
#block begin
scaffold_5	172616007	172646853	Hic_chr_5	56009100	56029314	+	mRNA29049	10	0.593918
scaffold_5	173010861	173014769	Hic_chr_5	56539941	56541470	+	mRNA29059	10	0.882638
scaffold_5	175333789	175334731	Hic_chr_5	67133617	67189772	+	mRNA29095	10	0.838275
scaffold_5	175440792	175466547	Hic_chr_5	67198521	67199206	+	mRNA29098	10	0.605239
scaffold_5	175576586	175577777	Hic_chr_5	67330104	67331298	+	mRNA29102	10	0.64278
#block end
#block begin
scaffold_5	117570816	117635734	Hic_chr_5	36210256	36285137	+	mRNA27847	11	0.989011
scaffold_5	117938941	118014502	Hic_chr_5	36705045	36736522	+	mRNA27854	11	0.959123
scaffold_5	118063569	118083107	Hic_chr_5	36757214	36768915	+	mRNA27861	11	0.755396
#block end
#block begin
scaffold_5	176778199	176862892	Hic_chr_5	11194593	11228617	-	mRNA29144	12	0.701163
scaffold_5	176948770	176975454	Hic_chr_5	10788602	10807576	-	mRNA29147	12	0.987241
scaffold_5	176992120	177060026	Hic_chr_5	10687592	10771894	-	mRNA29149	12	0.420866
scaffold_5	179879548	179912791	Hic_chr_5	6693447	6766108	-	mRNA29228	12	0.551282
#block end
#block begin
scaffold_5	80911604	80925386	Hic_chr_5	96932464	96967776	-	mRNA26968	13	0.8079
scaffold_5	82725741	82779624	Hic_chr_5	92441886	92483970	-	mRNA27030	13	0.586745
scaffold_5	82936955	82937275	Hic_chr_5	92338620	92338948	-	mRNA27037	13	0.862928
scaffold_5	83004610	83004847	Hic_chr_5	92291764	92291967	-	mRNA27042	13	0.388889
#block end
#block begin
scaffold_5	136964813	137014151	Hic_chr_5	85000066	85039281	+	mRNA28292	14	0.869626
scaffold_5	137025309	137036258	Hic_chr_5	85057545	85064734	+	mRNA28293	14	0.76938
scaffold_5	137079049	137087874	Hic_chr_5	85093887	85096943	+	mRNA28295	14	0.689003
#block end
#block begin
scaffold_5	146332023	146405213	Hic_chr_5	81010764	81043316	+	mRNA28480	15	0.294872
scaffold_5	147029440	147046383	Hic_chr_5	81534509	81542413	+	mRNA28490	15	0.779167
scaffold_5	147213683	147257083	Hic_chr_5	81732271	81765967	+	mRNA28493	15	0.295008
scaffold_5	147262216	147292699	Hic_chr_5	81771897	81799500	+	mRNA28494	15	0.921758
#block end
#block begin
scaffold_5	154111039	154265768	Hic_chr_5	3582632	3718584	+	mRNA28628	16	0.673807
scaffold_5	155966968	156033213	Hic_chr_5	5990152	6054354	+	mRNA28653	16	0.975071
scaffold_5	156132859	156153722	Hic_chr_5	6253135	6268330	+	mRNA28656	16	0.416667
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_5.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_5.fa -a ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_6.liftover.sam -as ./Udiv/Udiv.scaffold_5.cds.fa -ar ./Udiv/Udiv.scaffold_5.cds.ref.sam -s ./Lelegans/Lelegans_chrom_6.fa -n ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_6.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_5	25252623	25276381	Hic_chr_6	77606789	77619280	+	mRNA25965	1	0.932998
scaffold_5	32349789	32354250	Hic_chr_6	81561028	81561853	+	mRNA26070	1	0.947917
scaffold_5	137199976	137201803	Hic_chr_6	82173612	82175439	+	mRNA28298	1	0.951562
scaffold_5	138719604	138738823	Hic_chr_6	86950256	86967864	+	mRNA28346	1	0.644488
scaffold_5	145933834	145962308	Hic_chr_6	130738253	130757622	+	mRNA28464	1	0.716899
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_5.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_5.fa -a ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_7.liftover.sam -as ./Udiv/Udiv.scaffold_5.cds.fa -ar ./Udiv/Udiv.scaffold_5.cds.ref.sam -s ./Lelegans/Lelegans_chrom_7.fa -n ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_7.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_5	108388255	108389004	Hic_chr_7	42356206	42356937	+	mRNA27644	1	0.935897
scaffold_5	117940735	118010717	Hic_chr_7	84070508	84113844	+	mRNA27854	1	0.854769
scaffold_5	165214110	165245526	Hic_chr_7	86835812	86878665	+	mRNA28872	1	0.979798
scaffold_5	165250609	165328307	Hic_chr_7	87060763	87145759	+	mRNA28873	1	0.950803
scaffold_5	165329069	165360337	Hic_chr_7	87146557	87189232	+	mRNA28874	1	0.97973
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_5.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_5.fa -a ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_8.liftover.sam -as ./Udiv/Udiv.scaffold_5.cds.fa -ar ./Udiv/Udiv.scaffold_5.cds.ref.sam -s ./Lelegans/Lelegans_chrom_8.fa -n ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_8.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_5.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_5.fa -a ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_9.liftover.sam -as ./Udiv/Udiv.scaffold_5.cds.fa -ar ./Udiv/Udiv.scaffold_5.cds.ref.sam -s ./Lelegans/Lelegans_chrom_9.fa -n ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_9.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_5.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_5.fa -a ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_10.liftover.sam -as ./Udiv/Udiv.scaffold_5.cds.fa -ar ./Udiv/Udiv.scaffold_5.cds.ref.sam -s ./Lelegans/Lelegans_chrom_10.fa -n ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_10.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_5	23415697	23418527	Hic_chr_10	28229171	28231946	+	mRNA25913	1	0.674833
scaffold_5	59703068	59785882	Hic_chr_10	52184834	52569620	+	mRNA26515	1	0.243211
scaffold_5	85825028	85891617	Hic_chr_10	61250928	61305263	+	mRNA27130	1	0.930378
scaffold_5	136396029	136437670	Hic_chr_10	61647663	61686188	+	mRNA28283	1	0.980524
scaffold_5	137482849	137483519	Hic_chr_10	64381531	64382201	+	mRNA28304	1	0.845466
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_5.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_5.fa -a ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_11.liftover.sam -as ./Udiv/Udiv.scaffold_5.cds.fa -ar ./Udiv/Udiv.scaffold_5.cds.ref.sam -s ./Lelegans/Lelegans_chrom_11.fa -n ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_11.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_5	71765695	71767641	Hic_chr_11	31337490	31339423	+	mRNA26802	1	0.653891
scaffold_5	71767978	71768512	Hic_chr_11	31339764	31340298	+	mRNA26803	1	0.797235
scaffold_5	137199985	137201894	Hic_chr_11	65168317	65170223	+	mRNA28298	1	0.990104
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_5.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_5.fa -a ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_12.liftover.sam -as ./Udiv/Udiv.scaffold_5.cds.fa -ar ./Udiv/Udiv.scaffold_5.cds.ref.sam -s ./Lelegans/Lelegans_chrom_12.fa -n ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_12.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_5.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_5.fa -a ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_13.liftover.sam -as ./Udiv/Udiv.scaffold_5.cds.fa -ar ./Udiv/Udiv.scaffold_5.cds.ref.sam -s ./Lelegans/Lelegans_chrom_13.fa -n ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_13.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_5	39785407	39892917	Hic_chr_13	57160095	57353122	-	mRNA26207	1	0.622425
scaffold_5	40232722	40234669	Hic_chr_13	56456833	56464782	-	mRNA26212	1	0.901361
scaffold_5	42889906	42951703	Hic_chr_13	54320919	54429111	-	mRNA26249	1	0.52989
scaffold_5	43115135	43119093	Hic_chr_13	54218796	54230369	-	mRNA26250	1	0.577922
scaffold_5	43377529	43492147	Hic_chr_13	53668606	53774458	-	mRNA26261	1	0.709691
scaffold_5	44041192	44263997	Hic_chr_13	52886852	53078877	-	mRNA26266	1	0.962422
scaffold_5	44961544	45053430	Hic_chr_13	51974978	52155394	-	mRNA26278	1	0.488269
scaffold_5	45631738	45820960	Hic_chr_13	51776555	51911091	-	mRNA26289	1	0.754932
scaffold_5	46188995	46232325	Hic_chr_13	51133049	51161490	-	mRNA26293	1	0.93636
scaffold_5	57263427	57334860	Hic_chr_13	50249886	50288364	-	mRNA26481	1	0.919082
scaffold_5	57509934	57527977	Hic_chr_13	50096437	50110170	-	mRNA26485	1	0.814059
scaffold_5	57693183	57729174	Hic_chr_13	49933843	49943678	-	mRNA26489	1	0.875417
scaffold_5	58393461	58415477	Hic_chr_13	49300234	49459981	-	mRNA26499	1	0.391304
#block end
#block begin
scaffold_5	59922970	59959784	Hic_chr_13	35116046	35131091	+	mRNA26521	2	0.381086
scaffold_5	60039124	60060780	Hic_chr_13	35209834	35229324	+	mRNA26524	2	0.986834
scaffold_5	60125000	60125888	Hic_chr_13	35277901	35281211	+	mRNA26526	2	0.253333
scaffold_5	60285399	60304249	Hic_chr_13	35421418	35440773	+	mRNA26529	2	0.613095
scaffold_5	60780308	60967741	Hic_chr_13	35445553	35770824	+	mRNA26536	2	0.451613
scaffold_5	61054569	61054883	Hic_chr_13	35871337	35871651	+	mRNA26539	2	0.527638
scaffold_5	93921881	93932286	Hic_chr_13	39316062	39320148	+	mRNA27317	2	0.918994
scaffold_5	113768629	113772424	Hic_chr_13	39503219	39508302	+	mRNA27767	2	0.194064
scaffold_5	145745960	145777454	Hic_chr_13	39988734	40008478	+	mRNA28458	2	0.793125
scaffold_5	145823951	145847245	Hic_chr_13	40035600	40071776	+	mRNA28460	2	0.943064
scaffold_5	175730550	175733685	Hic_chr_13	42040284	42040592	+	mRNA29109	2	0.359568
scaffold_5	177806072	177822484	Hic_chr_13	42206817	42211365	+	mRNA29167	2	0.814312
#block end
#block begin
scaffold_5	29272083	29301394	Hic_chr_13	44431271	44450339	-	mRNA26007	3	0.59436
scaffold_5	29313888	29314107	Hic_chr_13	44417956	44418188	-	mRNA26008	3	0.657492
scaffold_5	30470256	30470967	Hic_chr_13	43345499	43346213	-	mRNA26032	3	0.983193
scaffold_5	30586972	30619704	Hic_chr_13	43275237	43297580	-	mRNA26039	3	0.964706
#block end
#block begin
scaffold_5	38103564	38131244	Hic_chr_13	81321555	81334562	-	mRNA26185	4	0.924276
scaffold_5	38201653	38247164	Hic_chr_13	81229664	81265518	-	mRNA26187	4	0.952793
scaffold_5	38478564	38589171	Hic_chr_13	81092510	81151255	-	mRNA26193	4	0.686164
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_5.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_5.fa -a ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_14.liftover.sam -as ./Udiv/Udiv.scaffold_5.cds.fa -ar ./Udiv/Udiv.scaffold_5.cds.ref.sam -s ./Lelegans/Lelegans_chrom_14.fa -n ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_14.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_6.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_6.fa -a ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_1.liftover.sam -as ./Udiv/Udiv.scaffold_6.cds.fa -ar ./Udiv/Udiv.scaffold_6.cds.ref.sam -s ./Lelegans/Lelegans_chrom_1.fa -n ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_1.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_6.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_6.fa -a ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_2.liftover.sam -as ./Udiv/Udiv.scaffold_6.cds.fa -ar ./Udiv/Udiv.scaffold_6.cds.ref.sam -s ./Lelegans/Lelegans_chrom_2.fa -n ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_2.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_6.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_6.fa -a ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_3.liftover.sam -as ./Udiv/Udiv.scaffold_6.cds.fa -ar ./Udiv/Udiv.scaffold_6.cds.ref.sam -s ./Lelegans/Lelegans_chrom_3.fa -n ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_3.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_6.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_6.fa -a ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_4.liftover.sam -as ./Udiv/Udiv.scaffold_6.cds.fa -ar ./Udiv/Udiv.scaffold_6.cds.ref.sam -s ./Lelegans/Lelegans_chrom_4.fa -n ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_4.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_6	9707450	9711099	Hic_chr_4	6469577	6473848	+	mRNA29965	1	0.458537
scaffold_6	9736008	9822808	Hic_chr_4	6488631	6535259	+	mRNA29967	1	0.247531
scaffold_6	11819719	11847309	Hic_chr_4	13358364	13366829	+	mRNA30032	1	0.855856
scaffold_6	11908467	11991392	Hic_chr_4	13387438	13437155	+	mRNA30037	1	0.767415
scaffold_6	12089460	12149222	Hic_chr_4	13510250	13548230	+	mRNA30045	1	0.784399
scaffold_6	12436718	12479428	Hic_chr_4	13666467	13715978	+	mRNA30047	1	0.840619
scaffold_6	12752731	12754769	Hic_chr_4	13779809	13781847	+	mRNA30060	1	0.76776
scaffold_6	12898526	12934085	Hic_chr_4	13797213	13822224	+	mRNA30062	1	0.562717
scaffold_6	13000999	13032958	Hic_chr_4	13867249	13878698	+	mRNA30067	1	0.900927
scaffold_6	13041072	13056069	Hic_chr_4	13886494	13894893	+	mRNA30068	1	0.831034
scaffold_6	118543281	118555302	Hic_chr_4	14319650	14322249	+	mRNA32272	1	0.607143
scaffold_6	118594481	118618461	Hic_chr_4	14326213	14334952	+	mRNA32274	1	0.645468
scaffold_6	118876274	118885837	Hic_chr_4	14529455	14532779	+	mRNA32284	1	0.992184
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_6.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_6.fa -a ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_5.liftover.sam -as ./Udiv/Udiv.scaffold_6.cds.fa -ar ./Udiv/Udiv.scaffold_6.cds.ref.sam -s ./Lelegans/Lelegans_chrom_5.fa -n ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_5.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_6	95641224	95641688	Hic_chr_5	4810362	4810824	+	mRNA31782	1	0.501629
scaffold_6	151223856	151235643	Hic_chr_5	19414647	19418704	+	mRNA32928	1	0.651992
scaffold_6	160528979	160579465	Hic_chr_5	20561758	20598216	+	mRNA33053	1	0.940733
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_6.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_6.fa -a ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_6.liftover.sam -as ./Udiv/Udiv.scaffold_6.cds.fa -ar ./Udiv/Udiv.scaffold_6.cds.ref.sam -s ./Lelegans/Lelegans_chrom_6.fa -n ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_6.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_6	95641045	95641867	Hic_chr_6	52015037	52015855	+	mRNA31782	1	0.880565
scaffold_6	122528590	122529306	Hic_chr_6	91201915	91202629	+	mRNA32374	1	0.945114
scaffold_6	122529426	122529872	Hic_chr_6	91202785	91203224	+	mRNA32375	1	0.787546
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_6.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_6.fa -a ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_7.liftover.sam -as ./Udiv/Udiv.scaffold_6.cds.fa -ar ./Udiv/Udiv.scaffold_6.cds.ref.sam -s ./Lelegans/Lelegans_chrom_7.fa -n ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_7.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_6.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_6.fa -a ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_8.liftover.sam -as ./Udiv/Udiv.scaffold_6.cds.fa -ar ./Udiv/Udiv.scaffold_6.cds.ref.sam -s ./Lelegans/Lelegans_chrom_8.fa -n ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_8.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_6	55322600	55426586	Hic_chr_8	98803351	98851293	-	mRNA30852	1	0.412935
scaffold_6	57669580	57670494	Hic_chr_8	98261005	98261922	-	mRNA30893	1	0.521839
scaffold_6	92268809	92306694	Hic_chr_8	83970501	83979559	-	mRNA31735	1	0.766473
scaffold_6	92575681	92612945	Hic_chr_8	83850534	83866668	-	mRNA31740	1	0.481888
scaffold_6	93287272	93386905	Hic_chr_8	83074862	83224296	-	mRNA31753	1	0.568239
scaffold_6	107493382	107493609	Hic_chr_8	75819041	75819327	-	mRNA32020	1	0.850187
scaffold_6	107784074	107784210	Hic_chr_8	75591293	75591430	-	mRNA32036	1	0.365591
scaffold_6	107896233	107898478	Hic_chr_8	75470895	75473191	-	mRNA32042	1	0.198092
scaffold_6	137476930	137477734	Hic_chr_8	74291367	74292171	-	mRNA32678	1	0.884488
scaffold_6	142450399	142493489	Hic_chr_8	67631795	67667189	-	mRNA32763	1	0.644338
scaffold_6	142497830	142540413	Hic_chr_8	67595468	67616463	-	mRNA32764	1	0.451638
